City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
629,Gizo,SB,84.27,overcast clouds,-8.103,156.8419,Imagination Island
632,Denpasar,ID,76.71,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
634,Fare,PF,82.09,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
635,Malakal,SS,87.33,broken clouds,9.5334,31.6605,Nile Palace Hotel
636,Pangai,TO,82.51,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
638,Thohoyandou,ZA,69.71,scattered clouds,-22.9456,30.485,Masili Guesthouse & Conference
641,Sringeri,IN,69.28,broken clouds,13.4167,75.25,Hotel Advaith Lancer
642,Bandundu,CD,74.17,overcast clouds,-3.3167,17.3667,Coja Color
645,Leiva,CO,66.47,moderate rain,1.9339,-77.3025,HOTEL LEIVA
647,Victor Harbor,AU,61.2,few clouds,-35.5667,138.6167,McCracken Country Club
648,Media Luna,CU,81.34,few clouds,20.1419,-77.435,Casa particular Pedro y Tamara
649,Bilma,NE,85.1,few clouds,18.6853,12.9164,Expeditions Ténére voyages
650,Dehloran,IR,79.45,overcast clouds,32.6941,47.2679,کافه گیم استورم
651,Xuddur,SO,76.66,scattered clouds,4.1213,43.8894,Banjanay Hotel
655,Cukai,MY,75.15,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
656,Hounde,BF,88.21,overcast clouds,11.5,-3.5167,Carrefour où ouvriers dorment
659,Isiro,CD,66.29,light rain,2.7739,27.616,Guest House Hewa Bora
660,Coahuayana,MX,81.81,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
664,Grand Gaube,MU,79.2,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
